OID_,Value,SrcID_Feat,SrcID_Rast
194,1665.656860351562500,0,0
195,3016.423339843750000,0,0
196,759.382324218750000,0,0
197,943.941711425781250,0,0
198,786.079956054687500,0,0
199,2071.944580078125000,0,0
200,1702.039306640625000,0,0
201,2504.392578125000000,0,0
202,888.666015625000000,0,0
203,999.075561523437500,0,0
204,878.453918457031250,0,0
205,844.019531250000000,0,0
206,2610.676757812500000,0,0
207,1980.337280273437500,0,0
208,2311.836181640625000,0,0
209,1017.548706054687500,0,0
210,1313.302978515625000,0,0
211,1223.870117187500000,0,0
212,806.601867675781250,0,0
213,2198.136474609375000,0,0
214,2554.264892578125000,0,0
215,2739.130859375000000,0,0
216,1336.346191406250000,0,0
217,1099.071166992187500,0,0
218,3314.879150390625000,0,0
219,1233.250122070312500,0,0
220,1337.073242187500000,0,0
221,1347.794921875000000,0,0
222,1220.678710937500000,0,0
223,3444.305175781250000,0,0
224,2759.698730468750000,0,0
225,1806.021362304687500,0,0
226,1309.318603515625000,0,0
227,1497.859252929687500,0,0
228,1044.157104492187500,0,0
229,1652.511840820312500,0,0
230,1133.716552734375000,0,0
231,1261.308227539062500,0,0
232,3022.943359375000000,0,0
233,1170.749633789062500,0,0
